2.417712071568156063e+01,2.172237233069078499e+01,1.901382362169368321e+02,5.049628327193729547e+02,2.297048882748727650e+01,2.910164484121219886e+01,3.735446864939468981e+01,3.556968742630367615e+02
3.324949664663204629e+01,1.894112967883470233e+01,7.616764416781865066e+01,3.291615287290680385e+02,1.086708119348775092e+01,9.651853487005674026e+00,1.004210216546798584e+01,2.643529750195999739e+01
4.928002820225090375e+01,5.664805108591003773e+02,9.318601940802569317e+00,1.817932745495033231e+01,2.133892830244022889e+02,1.563479360969421350e+02,6.831915511968081489e+01,8.551514310558598453e+00
4.565025671583620159e+00,3.802796237416283986e+01,1.287549780672366353e+02,9.245154448837224592e+00,3.250759904242641340e+01,9.565055780245396377e+00,4.248463178122361938e+01,6.625081438216505747e-01
5.804097330098575469e+01,5.390407650091326796e+05,1.784614252569463360e+03,6.039713239574022197e+01,6.605912819040159434e+01,2.161984503515892797e+01,1.041843306483179532e+01,4.965720651666140739e+00
2.579276130859704494e+02,1.467944711437077672e+02,6.805343760786122687e+01,1.274324175711903627e+04,1.675531979101108391e+02,1.724533688400395113e+04,7.637032032047363828e+01,6.705081086032895143e+01
1.275535415919274413e+02,8.222472149893000903e+01,3.186448723944561934e+01,2.677347170247463509e+04,7.697325410094785911e+04,1.086814240655940011e+02,1.053515455566358696e+02,1.083677963740616121e+02
1.504209901004822143e+02,1.680389918396990367e+02,2.784059002757662142e+02,7.757035202177330575e+02,1.027626824330940508e+04,2.158092452910389625e+02,1.749975816261665216e+02,4.975053594656192502e+01
1.560962819771458499e+01,1.284392497671329281e+01,6.019148768991090748e+01,3.580591652636567090e+01,1.867379361749638065e+02,3.354946436530129716e+01,1.737928210807982907e+02,1.358994282568008849e+01
8.957005046136570670e+00,7.850434442205802554e+00,8.502687360217235479e+00,7.247560864412906767e+01,6.167965233750611276e+01,5.109852466977535101e+01,9.432737989495745978e+01,5.904157401212843048e+00
3.542780133673981027e+02,4.951294025694553125e-01,4.774568865838961784e-01,1.105528498895463452e+00,1.596798320076943944e-01,3.982031062175604430e-01,4.673738219698529428e-01,6.429924903815483761e-01
