4.996707402087121181e+02,3.895413386878888105e+02,3.591502008504659216e+02,3.968623022804258085e+02,4.110034511417194881e+04,1.943119148537435876e+03,4.529918130753665650e+02,6.015036024205399201e+01
2.529268488713186969e+01,1.723644040428527902e+01,7.246453758303288417e+00,4.318414189244846852e+02,1.930602628660058144e+02,3.465328385920666676e+01,2.223776978677569787e+03,1.479820268353924106e+01
2.958034040888221128e+01,2.704009339841133652e+01,2.995879061293782897e+01,1.695877433412892401e+02,1.045135459952434900e+02,6.690100921855498939e+01,5.242250719721467789e+01,1.934044683725304381e+01
1.162251530006929841e+02,5.619633611089616210e+01,4.153867468847819566e+01,6.470099338183827058e+02,6.191618131900813751e+02,6.804932286143543934e+02,1.182381902871136674e+02,5.731179973400173111e+01
3.051480300404156196e+02,4.768326772686467621e+02,8.424530435408601988e+03,2.324175941191972470e+02,1.040420573722337167e+03,1.743978597424216446e+02,1.213778250459685069e+02,6.296184759481917581e+02
8.277868422827591530e+02,2.757358566740814467e+02,1.573661594414679996e+02,5.200024558716741012e+02,3.106069845825742846e+02,8.992372063104174629e+01,3.408393914020552415e+02,2.424462909541863809e+01
1.591590390069585737e+03,6.763596708312126111e+02,1.358545702022354078e+02,9.247541691146360563e+02,1.464592336786530268e+03,1.151512362591682722e+04,1.350626181520377031e+03,8.677482353860220599e+01
5.173256925395538275e+00,6.049333707814432692e+00,2.175919148537003078e+00,2.469175819535300604e+02,5.772727941322369105e+00,5.859919606126612557e+00,5.867750530450800639e+00,1.348585352532163562e+01
5.878825230948007130e-01,4.937180204985816001e-01,1.279893117453525742e+00,1.354276373791631727e+02,3.694889985962330758e-01,3.235163677050104103e-01,2.937389163337498221e-01,3.476321399103701193e-01
6.664844812604147073e-01,9.086750948998555399e-01,8.971310589885947095e+00,6.634288422135157681e+00,5.616800191923567720e-01,5.594885951377910338e-01,5.061510444677516096e-01,4.146628213373166894e-01
